study	pathogen	library	design	replicate	plate	well	gene	sirna	well_type	image_idx	object_idx	cells.children_bacteria_count	cells.children_invasomes_count	cells.intensity_maxintensityedge_corr1actin	cells.parent_nuclei	nuclei.intensity_uppertenpercentintensity_corr1pathogen	perinuclei.intensity_upperquartileintensity_corr1actin
study	bacteria	d	p	1	kb03-1a	g24	mock	none	control	1003	142	0.0	0.0	0.107563871341814	0.0	-0.2897214995540016	0.05822170194130427
study	bacteria	d	p	1	kb03-1a	g24	mock	none	control	1004	131	0.0	0.0	-0.90848284765062	0.0	0.6775929411245488	0.11410431948349416
study	bacteria	d	p	1	kb03-1a	g24	mock	none	control	1003	64	0.0	0.0	0.10283590364811804	0.0	-0.2253099698046221	0.7438448632233791
study	bacteria	d	p	1	kb03-1a	h01	mock	none	control	1010	113	0.0	0.0	-0.09661486167212761	0.0	-0.2701564836217874	0.18107083461682033
study	bacteria	d	p	1	kb03-1a	h01	mock	none	control	1013	45	0.0	0.0	0.14270602782280697	0.0	1.1047775333399372	1.532829242437532
study	bacteria	d	p	1	kb03-1a	h01	mock	none	control	1013	89	0.0	0.0	-0.2666466925321775	0.0	0.1794191968963201	-0.9638559796878409
study	bacteria	d	p	1	kb03-1a	h01	mock	none	control	1014	143	0.0	0.0	-0.11081610784606398	0.0	-0.18962834812659946	0.02772107854648645
study	bacteria	d	p	1	kb03-1a	h01	mock	none	control	1010	92	0.0	0.0	-0.4833500902200508	0.0	-0.4191525602975487	-0.597539615462669
study	bacteria	d	p	1	kb03-1a	h01	mock	none	control	1009	86	0.0	0.0	-0.8732059213430023	0.0	-0.26591741635663396	-0.8258263573540331
study	bacteria	d	p	1	kb03-1a	h01	mock	none	control	1012	119	0.0	0.0	-0.36092595600350236	0.0	-0.24919825936511988	-0.040514793278937825
study	bacteria	d	p	1	kb03-1a	h01	mock	none	control	1013	92	0.0	0.0	0.05449102546042575	0.0	-0.20133008766842556	-0.7870049203237633
study	bacteria	d	p	1	kb03-1a	h01	mock	none	control	1012	7	0.0	0.0	-0.4968564164410893	0.0	3.1098004514838737	-0.03779216951682857
study	bacteria	d	p	1	kb03-1a	h01	mock	none	control	1014	27	0.0	0.0	0.3272049241546313	0.0	0.6023979679210473	1.0504848989734963
study	bacteria	d	p	1	kb03-1a	h02	on-targetplus non-targeting pool	d-001810-10	control	1018	148	0.0	0.0	-0.8570952912958234	0.0	-0.31772887983991543	-0.872333730971535
study	bacteria	d	p	1	kb03-1a	h02	on-targetplus non-targeting pool	d-001810-10	control	1020	106	0.0	0.0	-0.7547831671698725	0.0	-0.3769054513841188	-0.7434624808268365
study	bacteria	d	p	1	kb03-1a	h02	on-targetplus non-targeting pool	d-001810-10	control	1019	3	0.0	0.0	-0.7634278057019175	0.0	-0.28448376718416446	0.07806076923293857
study	bacteria	d	p	1	kb03-1a	h02	on-targetplus non-targeting pool	d-001810-10	control	1020	30	0.0	0.0	-0.2934599552679328	0.0	0.37549392210203836	0.000899837276291513
study	bacteria	d	p	1	kb03-1a	h02	on-targetplus non-targeting pool	d-001810-10	control	1020	104	0.0	0.0	-0.9696700682604907	0.0	-0.13766581430732133	-0.20009056346615928
study	bacteria	d	p	1	kb03-1a	h02	on-targetplus non-targeting pool	d-001810-10	control	1015	158	0.0	0.0	-0.7988466736979125	0.0	-0.31865146309927794	-0.19047110526767935
study	bacteria	d	p	1	kb03-1a	h02	on-targetplus non-targeting pool	d-001810-10	control	1019	73	0.0	0.0	0.09892552097952145	0.0	-0.3443069079833332	0.5856623150882878
study	bacteria	d	p	1	kb03-1a	h02	on-targetplus non-targeting pool	d-001810-10	control	1018	46	0.0	0.0	0.08939945385243137	0.0	0.2186036068987949	0.32054938903263386
study	bacteria	d	p	1	kb03-1a	h02	on-targetplus non-targeting pool	d-001810-10	control	1020	22	0.0	0.0	-1.0834131362510937	0.0	0.5365434647839447	-0.3757999037186248
study	bacteria	d	p	1	kb03-1a	h02	on-targetplus non-targeting pool	d-001810-10	control	1016	14	0.0	0.0	-0.37922051708900173	0.0	-0.24505991739523006	0.1019692855435297
study	bacteria	d	p	1	kb03-1a	h03	dusp21	l-007893-00	pooled_sirna	1024	110	0.0	0.0	-0.5223920718213185	0.0	-0.35474614690530965	-0.38575824919465285
study	bacteria	d	p	1	kb03-1a	h03	dusp21	l-007893-00	pooled_sirna	1025	136	0.0	0.0	0.03829466495868467	0.0	-0.3356429564238822	-0.6995781780686385
study	bacteria	d	p	1	kb03-1a	h03	dusp21	l-007893-00	pooled_sirna	1023	139	0.0	0.0	-0.1088533229302752	0.0	-0.33641812970441537	-1.2330314487485532
study	bacteria	d	p	1	kb03-1a	h03	dusp21	l-007893-00	pooled_sirna	1025	20	0.0	0.0	-0.27396596399437567	0.0	-0.3116136918274595	-0.3709677370825505
study	bacteria	d	p	1	kb03-1a	h03	dusp21	l-007893-00	pooled_sirna	1021	144	0.0	0.0	-0.6725913101688453	0.0	-0.3112204763895578	-0.6865284780000765
study	bacteria	d	p	1	kb03-1a	h03	dusp21	l-007893-00	pooled_sirna	1026	121	0.0	0.0	-0.24484874063927436	0.0	-0.3294407072270911	0.24763000289354045
study	bacteria	d	p	1	kb03-1a	h03	dusp21	l-007893-00	pooled_sirna	1026	26	0.0	0.0	1.7079279444507285	0.0	0.12139750552097106	-0.9001560429639224
study	bacteria	d	p	1	kb03-1a	h03	dusp21	l-007893-00	pooled_sirna	1024	48	0.0	0.0	0.5127703882621419	0.0	-0.24841384120077353	1.1727535959607016
study	bacteria	d	p	1	kb03-1a	h03	dusp21	l-007893-00	pooled_sirna	1021	128	0.0	0.0	0.7322448016730452	0.0	-0.30888905356353585	-0.2745471104373758
study	bacteria	d	p	1	kb03-1a	h03	dusp21	l-007893-00	pooled_sirna	1023	45	0.0	0.0	-0.4679698670290087	0.0	-0.3069367979577219	-0.42162871002156654
study	bacteria	d	p	1	kb03-1a	h04	hus1	l-003267-00	pooled_sirna	1027	159	0.0	0.0	-0.6319546485694517	0.0	-0.08520985986494699	-0.6957327113114392
study	bacteria	d	p	1	kb03-1a	h04	hus1	l-003267-00	pooled_sirna	1030	137	0.0	0.0	-0.43667409958277287	0.0	-0.34308475408129613	0.3690392311996272
study	bacteria	d	p	1	kb03-1a	h04	hus1	l-003267-00	pooled_sirna	1031	165	0.0	0.0	-0.7316716171714562	0.0	-0.42919152182341747	-0.9871202198955339
study	bacteria	d	p	1	kb03-1a	h04	hus1	l-003267-00	pooled_sirna	1027	108	0.0	0.0	1.134159590954574	0.0	-0.21451922437561913	0.23926205848852944
study	bacteria	d	p	1	kb03-1a	h04	hus1	l-003267-00	pooled_sirna	1031	56	0.0	0.0	-0.11485998732436829	0.0	-0.25802859418987134	0.8079697520012666
study	bacteria	d	p	1	kb03-1a	h04	hus1	l-003267-00	pooled_sirna	1028	118	0.0	0.0	0.3612363029678729	0.0	-0.32920359562889867	0.41704363621600143
study	bacteria	d	p	1	kb03-1a	h04	hus1	l-003267-00	pooled_sirna	1032	17	0.0	0.0	-1.0204973582529764	0.0	-0.345256709738944	-0.9180187060126531
study	bacteria	d	p	1	kb03-1a	h04	hus1	l-003267-00	pooled_sirna	1031	60	0.0	0.0	0.2391821322112523	0.0	-0.2754563277388035	1.0087980708128648
study	bacteria	d	p	1	kb03-1a	h04	hus1	l-003267-00	pooled_sirna	1029	147	0.0	0.0	-0.4458772261938365	0.0	1.1937517989400237	0.06345920624812496
study	bacteria	d	p	1	kb03-1a	h04	hus1	l-003267-00	pooled_sirna	1028	10	0.0	0.0	0.40416451076249593	0.0	-0.13116801614277573	1.3707036259348089
study	bacteria	d	p	1	kb03-1a	h05	cdkn2b	l-003245-00	pooled_sirna	1035	55	0.0	0.0	0.29396863022429465	0.0	-0.3402020563543003	1.2272964451084403
study	bacteria	d	p	1	kb03-1a	h05	cdkn2b	l-003245-00	pooled_sirna	1037	51	0.0	0.0	0.3413355743598897	0.0	-0.426890905840369	0.9829854822090869
study	bacteria	d	p	1	kb03-1a	h05	cdkn2b	l-003245-00	pooled_sirna	1038	13	0.0	0.0	0.011162057526240315	0.0	-0.2949258096556438	0.32804423307292346
study	bacteria	d	p	1	kb03-1a	h05	cdkn2b	l-003245-00	pooled_sirna	1038	73	0.0	0.0	1.3088044448210936	0.0	-0.41849120173457205	0.274872005394415
study	bacteria	d	p	1	kb03-1a	h05	cdkn2b	l-003245-00	pooled_sirna	1036	14	0.0	0.0	-0.550001269477651	0.0	2.2406434006491223	-0.7909951653628001
study	bacteria	d	p	1	kb03-1a	h05	cdkn2b	l-003245-00	pooled_sirna	1034	17	0.0	0.0	-0.3931405767553327	0.0	0.24934491108099632	0.3059372041557989
study	bacteria	d	p	1	kb03-1a	h05	cdkn2b	l-003245-00	pooled_sirna	1036	69	0.0	0.0	-0.058743060290171956	0.0	-0.3977571809261643	-0.3504689283552988
study	bacteria	d	p	1	kb03-1a	h05	cdkn2b	l-003245-00	pooled_sirna	1038	117	0.0	0.0	-0.2915155200607687	0.0	-0.40421449589223685	-1.0745831157971104
study	bacteria	d	p	1	kb03-1a	h05	cdkn2b	l-003245-00	pooled_sirna	1034	138	0.0	0.0	0.36649439110447324	0.0	-0.38841352094963005	1.1631973337710637
study	bacteria	d	p	1	kb03-1a	h05	cdkn2b	l-003245-00	pooled_sirna	1034	89	0.0	0.0	0.09134113847978668	0.0	1.956845657184317	1.2860697316094494
study	bacteria	d	p	1	kb03-1a	h06	tlk1	l-004174-00	pooled_sirna	1041	90	0.0	0.0	1.9270074874095096	0.0	-0.34564156991198625	-0.4667394577498519
study	bacteria	d	p	1	kb03-1a	h06	tlk1	l-004174-00	pooled_sirna	1044	92	0.0	0.0	-0.6614337703555562	0.0	-0.3043771572525446	-0.5327458399123205
study	bacteria	d	p	1	kb03-1a	h06	tlk1	l-004174-00	pooled_sirna	1044	125	0.0	0.0	-0.10501927218836624	0.0	-0.22428635764449428	-0.2144285072374992
study	bacteria	d	p	1	kb03-1a	h06	tlk1	l-004174-00	pooled_sirna	1040	29	0.0	0.0	0.28843308410831586	0.0	2.0662349078816886	3.819387650490226
study	bacteria	d	p	1	kb03-1a	h06	tlk1	l-004174-00	pooled_sirna	1042	31	0.0	0.0	-0.8661739996734868	0.0	-0.3763904561554049	-0.7075547786257924
study	bacteria	d	p	1	kb03-1a	h06	tlk1	l-004174-00	pooled_sirna	1044	54	0.0	0.0	-0.7613778974204105	0.0	-0.38435275974640404	-1.0551970216084698
study	bacteria	d	p	1	kb03-1a	h06	tlk1	l-004174-00	pooled_sirna	1041	31	0.0	0.0	-1.0197742303479789	0.0	-0.29249910739582785	-1.17933959731906
study	bacteria	d	p	1	kb03-1a	h06	tlk1	l-004174-00	pooled_sirna	1039	24	0.0	0.0	-0.8368428738541147	0.0	-0.3203232437857191	-0.5635148250651479
study	bacteria	d	p	1	kb03-1a	h06	tlk1	l-004174-00	pooled_sirna	1040	113	0.0	0.0	0.3136231821697199	0.0	0.3033239328577683	0.41988214203824953
study	bacteria	d	p	1	kb03-1a	h06	tlk1	l-004174-00	pooled_sirna	1042	29	0.0	0.0	-0.9505148316983005	0.0	-0.37674668229902264	-1.0273065777730754
study	bacteria	d	p	1	kb03-1a	h07	dlg1	l-009415-00	pooled_sirna	1049	26	0.0	0.0	0.9969817626027899	0.0	-0.23787580192539584	0.6249228062763816
study	bacteria	d	p	1	kb03-1a	h07	dlg1	l-009415-00	pooled_sirna	1045	115	0.0	0.0	0.22933653963405842	0.0	-0.3886373855742725	-0.49742031708704343
study	bacteria	d	p	1	kb03-1a	h07	dlg1	l-009415-00	pooled_sirna	1050	28	0.0	0.0	-0.21085332607055596	0.0	3.5782050875007254	-0.041357011230938955
study	bacteria	d	p	1	kb03-1a	h07	dlg1	l-009415-00	pooled_sirna	1049	98	0.0	0.0	0.5581511287444443	0.0	-0.25934575185126196	0.3985575494544174
study	bacteria	d	p	1	kb03-1a	h07	dlg1	l-009415-00	pooled_sirna	1048	12	0.0	0.0	0.2437477098120068	0.0	-0.4295756958684225	0.679197073013366
study	bacteria	d	p	1	kb03-1a	h07	dlg1	l-009415-00	pooled_sirna	1047	147	0.0	0.0	0.808497644959377	0.0	-0.3769218920495041	0.3336673913884239
study	bacteria	d	p	1	kb03-1a	h07	dlg1	l-009415-00	pooled_sirna	1047	55	0.0	0.0	0.7503193634905464	0.0	-0.3615751551560318	0.6174193006392397
study	bacteria	d	p	1	kb03-1a	h07	dlg1	l-009415-00	pooled_sirna	1047	177	0.0	0.0	-0.918172288198368	0.0	-0.23485208070450672	-0.6758978340706742
study	bacteria	d	p	1	kb03-1a	h07	dlg1	l-009415-00	pooled_sirna	1047	171	0.0	0.0	-0.32513086874516517	0.0	-0.3232100354656968	0.7093515694403859
study	bacteria	d	p	1	kb03-1a	h07	dlg1	l-009415-00	pooled_sirna	1049	60	0.0	0.0	1.185072419662542	0.0	-0.2682126927721521	1.835487486405092
study	bacteria	d	p	1	kb03-1a	h08	pfkm	l-006765-00	pooled_sirna	1051	69	0.0	0.0	-0.5253875649032672	0.0	-0.3681338480835398	-0.7681385460404557
study	bacteria	d	p	1	kb03-1a	h08	pfkm	l-006765-00	pooled_sirna	1055	152	0.0	0.0	-0.6455424822015402	0.0	-0.35382753177083226	0.03711405194692015
study	bacteria	d	p	1	kb03-1a	h08	pfkm	l-006765-00	pooled_sirna	1055	125	0.0	0.0	-0.044956308526114784	0.0	-0.36536917701796895	0.36757941708514136
study	bacteria	d	p	1	kb03-1a	h08	pfkm	l-006765-00	pooled_sirna	1056	40	0.0	0.0	1.030711429527049	0.0	-0.3737707014985294	-0.8030402364626553
study	bacteria	d	p	1	kb03-1a	h08	pfkm	l-006765-00	pooled_sirna	1053	103	0.0	0.0	-0.43474645739077455	0.0	-0.36908887308038596	-1.3717435535661215
study	bacteria	d	p	1	kb03-1a	h08	pfkm	l-006765-00	pooled_sirna	1054	146	0.0	0.0	1.1334089709377206	0.0	-0.15414045572048676	3.8797933342055875
study	bacteria	d	p	1	kb03-1a	h08	pfkm	l-006765-00	pooled_sirna	1055	83	0.0	0.0	-0.0485011794184708	0.0	-0.03296498828354396	-0.026394472771529995
study	bacteria	d	p	1	kb03-1a	h08	pfkm	l-006765-00	pooled_sirna	1053	68	0.0	0.0	-0.0015027589951752064	0.0	-0.4439177755735879	-0.33069576903330206
study	bacteria	d	p	1	kb03-1a	h08	pfkm	l-006765-00	pooled_sirna	1052	87	0.0	0.0	-0.9375390163387459	0.0	-0.42304586114636716	-0.8750499041354687
study	bacteria	d	p	1	kb03-1a	h08	pfkm	l-006765-00	pooled_sirna	1055	150	0.0	0.0	-1.2916031033446655	0.0	-0.39337782086233397	-1.2114449127037845
study	bacteria	d	p	1	kb03-1a	h09	c9orf96	l-005347-00	pooled_sirna	1061	43	0.0	0.0	0.06640109285991637	0.0	-0.36939382062461035	-0.002821852656660975
study	bacteria	d	p	1	kb03-1a	h09	c9orf96	l-005347-00	pooled_sirna	1062	147	0.0	0.0	0.9525146843277036	0.0	-0.286759900900984	0.4675620932226913
study	bacteria	d	p	1	kb03-1a	h09	c9orf96	l-005347-00	pooled_sirna	1060	5	0.0	0.0	-0.7585838411795228	0.0	-0.33651602595461866	-0.03219392319104391
study	bacteria	d	p	1	kb03-1a	h09	c9orf96	l-005347-00	pooled_sirna	1061	126	0.0	0.0	-0.2825503485490829	0.0	-0.3216052653853854	-0.2574711634114037
study	bacteria	d	p	1	kb03-1a	h09	c9orf96	l-005347-00	pooled_sirna	1061	128	0.0	0.0	1.2279294257573823	0.0	-0.26216194936069115	0.5042883528313479
study	bacteria	d	p	1	kb03-1a	h09	c9orf96	l-005347-00	pooled_sirna	1062	135	0.0	0.0	-0.04856124646135447	0.0	-0.30364020822897814	0.6999874795445097
study	bacteria	d	p	1	kb03-1a	h09	c9orf96	l-005347-00	pooled_sirna	1057	153	0.0	0.0	-0.31744694868606443	0.0	-0.3382679884360771	0.07229299512394478
study	bacteria	d	p	1	kb03-1a	h09	c9orf96	l-005347-00	pooled_sirna	1061	47	0.0	0.0	0.1510129065274927	0.0	-0.4015279335193459	-0.4060004108415981
study	bacteria	d	p	1	kb03-1a	h09	c9orf96	l-005347-00	pooled_sirna	1059	113	0.0	0.0	0.6714914599605859	0.0	-0.36306194422611576	1.0981898521651479
study	bacteria	d	p	1	kb03-1a	h09	c9orf96	l-005347-00	pooled_sirna	1058	92	0.0	0.0	0.2810920255759569	0.0	-0.357081224651917	-0.2730440985378865
study	bacteria	d	p	1	kb03-1a	h10	prkaa2	l-005361-00	pooled_sirna	1067	60	0.0	0.0	0.30139802963411844	0.0	-0.4296794732539123	0.1235057089810669
study	bacteria	d	p	1	kb03-1a	h10	prkaa2	l-005361-00	pooled_sirna	1063	22	0.0	0.0	-0.1574973584228072	0.0	-0.332718599473622	0.3648589979931753
study	bacteria	d	p	1	kb03-1a	h10	prkaa2	l-005361-00	pooled_sirna	1065	4	0.0	0.0	-1.1988263598882405	0.0	-0.25508500413195856	-0.34886473347973024
study	bacteria	d	p	1	kb03-1a	h10	prkaa2	l-005361-00	pooled_sirna	1063	103	0.0	0.0	-0.8129750190737245	0.0	-0.39343325814814895	-0.9597866813439757
study	bacteria	d	p	1	kb03-1a	h10	prkaa2	l-005361-00	pooled_sirna	1068	51	0.0	0.0	1.0993025585788452	0.0	-0.3712879055767967	-0.38028750695011654
study	bacteria	d	p	1	kb03-1a	h10	prkaa2	l-005361-00	pooled_sirna	1065	87	0.0	0.0	-0.42847236220843976	0.0	-0.4214449767136088	0.17486562709659786
study	bacteria	d	p	1	kb03-1a	h10	prkaa2	l-005361-00	pooled_sirna	1068	134	0.0	0.0	-0.7424946410731055	0.0	-0.324672059452749	-0.8564969992418375
study	bacteria	d	p	1	kb03-1a	h10	prkaa2	l-005361-00	pooled_sirna	1065	151	0.0	0.0	-0.6355509360833744	0.0	-0.21663476191323586	-0.04794039899862684
study	bacteria	d	p	1	kb03-1a	h10	prkaa2	l-005361-00	pooled_sirna	1064	72	0.0	0.0	-0.19757205561239893	0.0	0.4904790865784519	0.20978703887878825
study	bacteria	d	p	1	kb03-1a	h10	prkaa2	l-005361-00	pooled_sirna	1063	42	0.0	0.0	0.40029413487291376	0.0	-0.38780825848290457	-0.8507368634456121
study	bacteria	d	p	1	kb03-1a	h11	map2k1	l-003571-00	pooled_sirna	1073	94	0.0	0.0	-0.22969041988776148	0.0	-0.4574424310921191	-0.28302108253321395
study	bacteria	d	p	1	kb03-1a	h11	map2k1	l-003571-00	pooled_sirna	1070	9	0.0	0.0	-0.8139460995468168	0.0	-0.29158879076899674	0.0006766724076052729
study	bacteria	d	p	1	kb03-1a	h11	map2k1	l-003571-00	pooled_sirna	1074	153	0.0	0.0	-0.4060101244805942	0.0	-0.290278779396145	-0.2216492138953974
study	bacteria	d	p	1	kb03-1a	h11	map2k1	l-003571-00	pooled_sirna	1072	4	0.0	0.0	0.8056872685439165	0.0	-0.17298552470602271	0.6733525154413893
study	bacteria	d	p	1	kb03-1a	h11	map2k1	l-003571-00	pooled_sirna	1070	78	0.0	0.0	0.26090814753157937	0.0	1.0714671355889165	-1.0736187230444958
study	bacteria	d	p	1	kb03-1a	h11	map2k1	l-003571-00	pooled_sirna	1072	26	0.0	0.0	0.1516125757579978	0.0	1.358469274370522	-1.3651105845121851
study	bacteria	d	p	1	kb03-1a	h11	map2k1	l-003571-00	pooled_sirna	1070	27	0.0	0.0	0.9999800867352385	0.0	-0.04667874953165568	-0.552303467158829
study	bacteria	d	p	1	kb03-1a	h11	map2k1	l-003571-00	pooled_sirna	1071	31	0.0	0.0	-0.6800309960170153	0.0	-0.3363866361856103	0.12429440868627482
study	bacteria	d	p	1	kb03-1a	h11	map2k1	l-003571-00	pooled_sirna	1070	74	0.0	0.0	-0.2691262419150057	0.0	0.4919566896301666	-1.1380327954395806
study	bacteria	d	p	1	kb03-1a	h11	map2k1	l-003571-00	pooled_sirna	1074	63	0.0	0.0	-0.530413323167814	0.0	-0.4094555352166251	1.0379810769188307
study	bacteria	d	p	1	kb03-1a	h12	itpkb	l-006743-00	pooled_sirna	1079	26	0.0	0.0	0.48285259367159544	0.0	-0.301490184631822	0.08903051579448648
study	bacteria	d	p	1	kb03-1a	h12	itpkb	l-006743-00	pooled_sirna	1079	20	0.0	0.0	1.124877467503949	0.0	5.467678523670518	2.3096711070548914
study	bacteria	d	p	1	kb03-1a	h12	itpkb	l-006743-00	pooled_sirna	1076	39	0.0	0.0	0.2686650853907987	0.0	-0.16233491216156914	-0.5674616952791394
study	bacteria	d	p	1	kb03-1a	h12	itpkb	l-006743-00	pooled_sirna	1078	30	0.0	0.0	-0.0551264130564723	0.0	-0.35020809981242573	0.5386353312022728
study	bacteria	d	p	1	kb03-1a	h12	itpkb	l-006743-00	pooled_sirna	1075	65	0.0	0.0	-1.1224509858723457	0.0	-0.3934440231538274	-1.3443851338279464
study	bacteria	d	p	1	kb03-1a	h12	itpkb	l-006743-00	pooled_sirna	1077	128	0.0	0.0	-0.4686659779348553	0.0	3.0877169301222565	-0.15084647047292216
study	bacteria	d	p	1	kb03-1a	h12	itpkb	l-006743-00	pooled_sirna	1078	45	0.0	0.0	-0.6175620186687425	0.0	-0.31197379407849873	-0.06916469611742924
study	bacteria	d	p	1	kb03-1a	h12	itpkb	l-006743-00	pooled_sirna	1076	62	0.0	0.0	1.0024763189955574	0.0	-0.047226622092304	2.0368568426232265
study	bacteria	d	p	1	kb03-1a	h12	itpkb	l-006743-00	pooled_sirna	1076	104	0.0	0.0	-0.5739009155197193	0.0	0.16098332548710373	-0.932767792610243
study	bacteria	d	p	1	kb03-1a	h12	itpkb	l-006743-00	pooled_sirna	1078	29	0.0	0.0	-0.3084616155844654	0.0	-0.3175682640952816	-0.6685116702947357
study	bacteria	d	p	1	kb03-1a	h13	galk2	l-006725-00	pooled_sirna	1084	191	0.0	0.0	-0.5460429194389951	0.0	-0.2856218133988548	-0.4695142947431305
study	bacteria	d	p	1	kb03-1a	h13	galk2	l-006725-00	pooled_sirna	1083	67	0.0	0.0	0.3723640570008412	0.0	-0.3829654105061367	0.5077959356847634
study	bacteria	d	p	1	kb03-1a	h13	galk2	l-006725-00	pooled_sirna	1082	178	0.0	0.0	-0.3670191356161088	0.0	0.8578877485866594	0.03784854266462913
study	bacteria	d	p	1	kb03-1a	h13	galk2	l-006725-00	pooled_sirna	1083	151	0.0	0.0	-0.15015265860782825	0.0	-0.40926684280283243	0.6245036800132657
study	bacteria	d	p	1	kb03-1a	h13	galk2	l-006725-00	pooled_sirna	1083	161	0.0	0.0	1.7356064538387417	0.0	2.9416524296095625	2.614301559594931
study	bacteria	d	p	1	kb03-1a	h13	galk2	l-006725-00	pooled_sirna	1084	26	0.0	0.0	-0.8896936794419738	0.0	-0.2927867921953164	-0.7699035450747965
study	bacteria	d	p	1	kb03-1a	h13	galk2	l-006725-00	pooled_sirna	1083	10	0.0	0.0	-0.7280383831015291	0.0	-0.25137049176737836	-0.460235962216613
study	bacteria	d	p	1	kb03-1a	h13	galk2	l-006725-00	pooled_sirna	1081	104	0.0	0.0	0.9725997692938784	0.0	-0.2448749516239912	-0.14076680688771834
study	bacteria	d	p	1	kb03-1a	h13	galk2	l-006725-00	pooled_sirna	1083	8	0.0	0.0	-0.297601424731699	0.0	-0.28581640623694243	0.3077686559989013
study	bacteria	d	p	1	kb03-1a	h13	galk2	l-006725-00	pooled_sirna	1084	38	0.0	0.0	0.6828376207344912	0.0	-0.36325201743233043	1.3721785204322947
study	bacteria	d	p	1	kb03-1a	h14	mpp3	l-010612-00	pooled_sirna	1087	60	0.0	0.0	-0.4054858534655526	0.0	-0.3499968761961356	-0.7170796682528054
study	bacteria	d	p	1	kb03-1a	h14	mpp3	l-010612-00	pooled_sirna	1087	44	0.0	0.0	-0.3117793206473176	0.0	-0.408315468792122	-0.07129264110539528
study	bacteria	d	p	1	kb03-1a	h14	mpp3	l-010612-00	pooled_sirna	1091	148	0.0	0.0	-0.9229813173078356	0.0	-0.36406095544970535	-0.8608329600759971
study	bacteria	d	p	1	kb03-1a	h14	mpp3	l-010612-00	pooled_sirna	1088	17	0.0	0.0	-0.8548536071682419	0.0	-0.35885168655811556	-1.1103869007778548
study	bacteria	d	p	1	kb03-1a	h14	mpp3	l-010612-00	pooled_sirna	1088	39	0.0	0.0	-0.5399479689890697	0.0	-0.4235827427160308	-0.901215012567374
study	bacteria	d	p	1	kb03-1a	h14	mpp3	l-010612-00	pooled_sirna	1090	23	0.0	0.0	-0.4606107038311285	0.0	-0.343603294665193	-0.11773925531941676
study	bacteria	d	p	1	kb03-1a	h14	mpp3	l-010612-00	pooled_sirna	1091	50	0.0	0.0	0.1383540336267357	0.0	-0.35324227236451133	1.5623990825242626
study	bacteria	d	p	1	kb03-1a	h14	mpp3	l-010612-00	pooled_sirna	1087	147	0.0	0.0	-0.3832647540353815	0.0	0.32436097791886165	-0.582772974085517
study	bacteria	d	p	1	kb03-1a	h14	mpp3	l-010612-00	pooled_sirna	1091	129	0.0	0.0	-0.9801425453441995	0.0	-0.393046686148267	-0.5473078899360846
study	bacteria	d	p	1	kb03-1a	h14	mpp3	l-010612-00	pooled_sirna	1091	163	0.0	0.0	-0.3863665827563318	0.0	2.6044307770110424	0.01172437566016076
study	bacteria	d	p	1	kb03-1a	h15	ntrk1	l-003159-00	pooled_sirna	1096	4	0.0	0.0	-0.4221199865004885	0.0	-0.21011625703626685	-1.1481713855980427
study	bacteria	d	p	1	kb03-1a	h15	ntrk1	l-003159-00	pooled_sirna	1097	110	0.0	0.0	-0.6064686968020838	0.0	0.8266819523863463	0.1858922747988076
study	bacteria	d	p	1	kb03-1a	h15	ntrk1	l-003159-00	pooled_sirna	1094	77	0.0	0.0	-0.15424216458918077	0.0	-0.3072901461279251	-1.2126193425526093
study	bacteria	d	p	1	kb03-1a	h15	ntrk1	l-003159-00	pooled_sirna	1095	69	0.0	0.0	-0.6385420375772815	0.0	3.977087766170952	0.07966135911128457
study	bacteria	d	p	1	kb03-1a	h15	ntrk1	l-003159-00	pooled_sirna	1094	97	0.0	0.0	0.4654445680477034	0.0	-0.4365539119868321	-0.2244516805123256
study	bacteria	d	p	1	kb03-1a	h15	ntrk1	l-003159-00	pooled_sirna	1097	95	0.0	0.0	0.9743179662179676	0.0	0.974285255196878	2.3623773379255626
study	bacteria	d	p	1	kb03-1a	h15	ntrk1	l-003159-00	pooled_sirna	1098	96	0.0	0.0	0.16003506684695248	0.0	-0.37621483129892447	0.8970594656972503
study	bacteria	d	p	1	kb03-1a	h15	ntrk1	l-003159-00	pooled_sirna	1096	22	0.0	0.0	-0.6245431989518049	0.0	-0.33055723890674427	-0.4877541394960251
study	bacteria	d	p	1	kb03-1a	h15	ntrk1	l-003159-00	pooled_sirna	1098	105	0.0	0.0	-0.23187739374635946	0.0	0.428076272922515	0.8267001092120428
study	bacteria	d	p	1	kb03-1a	h15	ntrk1	l-003159-00	pooled_sirna	1094	24	0.0	0.0	0.6420837150656588	0.0	-0.24330320107206777	0.9962976997867704
study	bacteria	d	p	1	kb03-1a	h16	none	l-003237-00	pooled_sirna	1101	35	0.0	0.0	-1.025900494329751	0.0	-0.38695916039803196	-0.4748944619486271
study	bacteria	d	p	1	kb03-1a	h16	none	l-003237-00	pooled_sirna	1100	17	0.0	0.0	-0.581881518575424	0.0	-0.3117713289236211	-0.5545221929201954
study	bacteria	d	p	1	kb03-1a	h16	none	l-003237-00	pooled_sirna	1099	69	0.0	0.0	-0.33395456307450183	0.0	-0.07513449245139993	-0.5534485809421217
study	bacteria	d	p	1	kb03-1a	h16	none	l-003237-00	pooled_sirna	1100	11	0.0	0.0	-0.179268018505674	0.0	-0.28432573287909907	0.6944009051534556
